100000 100000
45412 17001 32570
84111 67977 79348
70408 15229 86506
62097 5418 56213
11865 3692 73884
87099 46886 86898
63662 61812 58689
88746 81798 99893
88853 32460 73396
44917 77719 39036
26353 41129 6848
82606 93649 39975
2800 69915 65130
8124 45411 43161
47683 89777 59655
4399 89485 77368
96876 12717 88875
75461 50293 79289
14625 1626 2201
49683 92393 93846
95631 8456 48014
17172 15261 20801
70456 74009 47171
2967 77134 1859
15026 94616 85611
70285 60248 32243
95389 67313 68390
92801 8186 4312
77364 8322 83277
95281 29003 55535
55110 79292 6356
76385 47454 74428
51784 36606 51870
59600 58726 70058
24400 46496 7464
87253 16041 20189
24034 54945 8658
22778 43251 7845
40159 67590 17621
61581 57677 36294
75018 12371 44874
92194 13587 31789
94226 69504 1661
37483 63078 1300
18236 82354 71883
43264 25736 14970
7717 61086 83623
91334 12682 3947
86267 85465 29183
74445 47140 40894
15075 46020 8010
92861 76787 18632
14641 70546 16536
94772 99395 52648
11513 68611 34515
6851 414 98994
12840 32889 85274
13711 21019 59134
84391 46856 29392
56095 76009 15970
74625 32646 47688
38334 34227 42678
27464 32936 56398
25281 21641 7559
87280 37101 81096
17552 55421 53500
82384 23067 43359
65554 71641 6625
36575 94915 80639
18028 92020 60174
94370 99679 52079
15758 47075 14097
2552 77350 80294
46498 23418 80185
21157 56401 37755
77057 63244 88077
13248 44938 30701
39352 80574 58810
59173 29131 17765
46664 64289 23623
99892 67093 23737
56167 73140 29057
21743 47678 21219
82198 57779 55654
85146 73716 27576
94505 36608 22477
21994 64456 37829
80365 7403 73685
28309 23869 6030
82706 24647 77415
46889 10301 11269
82905 62681 90962
10868 61533 94707
36228 93795 4471
80378 46640 40093
73871 52188 54509
79369 32488 73205
26144 25884 89452
90703 41593 1601
20064 80393 61306
70578 11379 20725
48809 76459 45683
53679 22143 5512
26689 16165 75036
21211 65573 99443
27165 44863 44790
95690 52120 72672
14010 36822 59696
98970 46611 15550
52441 67041 84143
43844 5186 66563
22971 18777 82190
48074 32528 74362
83867 41506 38355
95115 89040 82826
56279 29391 58602
62522 62515 60436
99554 70150 2798
20962 72837 97300
4696 17050 19668
53283 1395 3296
94705 76644 34156
31762 81741 81265
61320 98026 86789
75069 50932 23018
59830 39859 17215
4149 80810 33701
2832 9837 1394
89881 62950 4478
67128 63194 22850
79293 48154 88451
71340 58474 24440
55883 3856 18498
71609 70575 62079
98227 54922 62479
33970 50423 19202
27607 53551 8834
55024 75411 48390
21803 70918 32761
61274 30558 10418
53725 39461 5721
94484 25066 59904
83260 70507 64278
44236 23511 22540
60510 73378 39938
66305 1650 78726
52674 39649 53191
14508 24376 41246
47809 36399 52974
96579 67999 62292
77512 726 19612
53059 4815 74337
82980 10857 5568
28224 45227 74648
80901 17380 37276
49427 29405 53515
63962 56107 99355
80498 18910 67123
38605 93092 78153
23533 27307 93775
53256 16381 79507
40488 18419 45085
24371 16835 27366
14975 61491 19079
17074 47631 98535
15162 72566 79588
26397 79648 54573
35892 54066 42134
44096 11543 29823
64449 75322 85884
53745 57914 74732
21352 9977 2955
40434 45463 11645
40133 12936 26924
14942 81470 22479
8479 82189 73950
38101 91620 14936
28642 10539 51499
45061 45306 44327
70257 68786 61639
87154 73562 69998
85484 58504 81858
75757 92609 74115
88294 52510 42135
83724 27293 82070
41283 541 91628
1551 27425 44609
15265 59636 86903
73725 39747 81375
7256 12311 30896
52859 24765 19399
39110 74549 1139
77489 74943 23410
94604 52057 5104
94451 70744 62279
86195 19319 13243
58690 17918 18646
85081 62041 15272
28589 662 5879
36382 13941 76472
50408 8531 35670
67838 2332 66495
30098 64952 83580
46107 60466 45080
16812 33083 67847
96650 25103 91031
8441 85008 64345
85476 94525 37169
73088 30696 71470
25156 94931 82619
57212 64276 87739
79136 87764 4064
67097 20913 23618
31000 51086 14881
9461 88065 99267
66240 77724 80083
44680 44202 89005
61490 14442 3039
99350 95105 56987
88775 88813 89357
651 55405 71228
93699 97942 67943
47647 98718 49056
27516 71763 55026
86592 99589 12344
78239 95512 67818
40976 49076 76479
32858 29882 51434
42016 14248 12526
33922 6983 65288
9040 54347 35736
88087 34865 13495
3093 1591 29713
63004 70914 48713
19576 22319 49583
60102 30074 50358
13650 91864 14384
55352 20837 82727
77436 82601 1585
67185 15383 97629
45773 10423 88659
76737 58276 61136
15655 15802 36839
43583 58716 42593
2492 94106 61433
98094 34736 92125
81077 73082 17382
95772 78291 71918
71780 52079 17919
34318 17654 33593
70906 44348 94339
44923 56219 78611
33940 82799 89291
64284 61178 24573
5169 93541 26649
52612 12298 25255
7626 63145 45895
22323 32393 55117
59124 84429 86566
80680 21695 11133
99556 14944 49267
33547 9924 3343
65454 33021 24845
71467 269 13819
39078 98993 71022
38645 50458 63301
64607 89718 66105
1043 2902 79076
66216 58624 8663
72630 5902 20364
15749 53604 48785
98600 10956 10581
29355 89260 44846
69143 66553 51167
16055 35789 10378
21693 33101 63480
13057 86697 59207
90649 2335 57501
26294 85401 10806
96422 13260 58720
75781 42385 75285
69687 14592 44105
51955 85168 57662
54828 40572 94590
50142 14215 95730
4356 524 32127
92493 42933 45742
64783 31548 34981
76750 22796 13205
54817 99873 871
51293 3287 69857
55608 71668 95549
60290 44589 82841
10666 78021 48781
89959 3149 99859
72545 18819 67944
93069 7950 81431
23018 13720 91725
8241 45331 12597
33569 11307 49977
34382 20140 4915
510 68961 5845
10801 42310 25023
14439 54430 20683
47159 19348 60179
98642 60772 85576
30675 89225 33129
67298 55265 72565
74980 42652 90012
82821 15015 79819
59399 60604 35958
47764 89487 45760
46990 89548 84293
73010 11931 42832
48930 44156 59443
97557 13798 95369
67396 85320 30472
19715 61070 560
50252 33965 62445
49919 98021 49270
98294 84200 46684
39082 22329 28869
82409 59716 94292
82505 41815 36527
23760 91948 28909
44784 1470 98162
27482 22866 55846
32893 78903 37240
39952 79311 60181
51364 85640 44196
35938 90513 42241
22338 32205 39548
48072 1708 18997
24045 90677 71998
26866 84784 26897
3413 16432 10419
12492 8137 58017
47383 53761 3046
65516 69831 49208
73101 85588 71117
95108 43505 17475
41706 30115 61958
27950 34228 59670
11150 49651 97066
69374 25173 90121
48009 86603 96040
56637 80689 45768
31709 2592 70514
24876 92396 63784
51376 89397 67819
20255 39430 49094
27894 98802 93249
98470 65657 58283
10769 24372 44387
6950 6820 10867
25010 54944 95272
87375 86055 37011
77147 58639 32363
33970 92980 5070
34405 69943 61123
91402 41800 96971
72984 83248 28144
791 73894 75488
85712 96210 85748
15846 57160 41322
33243 4164 83966
83630 95901 83112
33322 24536 56344
89099 46111 68598
34017 56085 595
52923 7843 11410
39520 26665 79001
90813 45027 40106
39029 42295 37073
32496 85696 3264
34774 37906 48295
84070 62911 27290
92136 12734 64692
6761 29317 53279
38195 94251 72126
75358 77758 96767
37348 39441 21433
50211 58437 51192
59949 808 2979
11240 87417 68808
70399 42080 15505
69936 37999 37648
80192 13378 70735
49175 18030 69432
60400 27190 21248
44124 35974 27440
69015 19893 15372
43992 78171 11898
42184 11637 48580
74899 43939 20682
7736 49405 42244
85134 363 70335
31555 13552 84365
87875 26049 87520
17721 36348 82187
56373 3342 72278
29489 36625 10422
95319 91503 6460
14425 50636 93054
52648 73799 32174
33548 90518 85824
96476 89831 71757
46470 49015 12530
28765 57734 24356
55407 30895 77043
20442 60866 46356
46853 91461 89203
2723 21058 2021
29740 81289 55022
38012 59512 61450
25661 96933 77300
4732 1516 13728
63093 89571 13858
51335 15072 31576
66036 49586 11640
56625 48821 78878
40757 62342 97636
30296 15674 37900
8225 22396 75327
798 50805 46309
34593 13723 48036
97891 39293 95761
28637 44794 30728
15658 84975 59200
72330 94901 95306
77076 42044 79047
86015 18028 77598
74309 30680 48609
92010 62058 58109
86809 13198 17721
65711 18127 61048
42109 36283 35953
35079 82386 97262
68908 16087 30286
92775 21428 53941
53685 32349 54834
53889 84409 52065
78989 11563 52459
69106 85225 63129
41741 94378 58817
73523 89510 90810
63263 54617 84272
611 52905 8639
51028 87250 81216
78615 13430 72582
27105 37779 32728
28235 10357 1367
83170 85079 90587
4361 63893 98764
12278 92317 88074
65488 86197 4520
22384 25433 10796
29255 83509 36167
35040 24435 31908
50106 77910 95853
10167 27384 95964
53191 62446 33322
95896 86805 33725
74772 47559 47459
91772 65760 57264
45109 61551 220
67592 81139 22750
71097 54735 71023
73946 71259 28438
85493 93366 52265
30276 61365 69974
9839 28904 66600
32626 96698 31311
15420 50313 87870
92325 29317 88494
8713 56692 83956
11227 1086 30085
92761 19056 86638
803 74099 36284
88218 27201 91399
58312 78039 83865
75170 15128 89809
6039 24379 64966
53211 46368 36432
3493 86279 70521
51751 71846 51303
80635 94453 86252
26040 71265 79909
98878 91517 72183
148 79490 8896
82593 25509 92260
59803 23038 23414
53740 29556 93413
93955 43200 64026
84123 68226 14715
62488 22658 62943
21480 75185 56809
610 26927 47261
14265 82529 30380
56030 6009 7048
31655 73272 27472
71628 45960 88141
41198 53543 34777
93390 13632 88553
4991 6506 45787
55499 86677 36280
24027 96514 4472
49248 86824 48852
16510 63480 21134
90984 60464 96153
56848 60093 7974
88530 52059 17856
66704 28668 87686
77902 55695 47137
47484 83717 25287
63611 73831 88137
67024 15471 84311
87268 39249 95270
11225 14119 90091
87128 27436 9434
80971 23987 73800
90900 13581 69609
31955 1408 49069
12409 42659 11648
12142 85330 82518
72157 84137 12166
52898 47486 15094
42891 26857 57051
87633 49010 27373
69199 38951 9451
73971 23506 18095
13244 6979 3185
10203 41218 3705
28518 6661 3901
50750 33701 10835
23865 78965 22383
86605 29659 78932
10839 75251 58530
28819 15529 23402
25270 82920 82428
26985 85048 9061
43541 10130 39516
48135 16691 13708
44683 64207 22410
84251 2294 40169
15904 8689 15164
47201 10594 59683
72539 85971 28069
85742 1948 54205
13850 11652 24012
75436 52944 45939
25334 39330 23044
10485 83137 70197
98016 8425 61837
19743 57525 83922
64569 20882 86746
737 85215 6905
32769 96800 88760
78671 98811 66704
29878 93456 83522
88212 73738 99792
19745 19562 16965
6259 81761 59419
66235 5383 51891
61879 13956 58409
71065 141 72119
95947 1341 33693
11719 32319 59662
90979 90570 11340
97078 1917 15008
85557 58520 69962
9683 991 52552
12023 66813 7020
25499 92863 70372
64940 95959 64152
33277 63886 22821
20174 27815 13585
37361 61927 24568
3541 6023 83903
81022 14519 36994
75241 52165 87174
34852 79354 41733
16188 88738 70895
59228 4520 47111
5688 82583 81443
65353 17718 95108
43349 16344 64467
12978 3784 31969
26589 42576 34047
34151 18376 88212
85651 17719 53644
69545 60316 21495
77965 94702 69029
1710 12551 91497
52318 92822 3040
84014 45454 54329
21414 5761 73829
57097 52085 49607
14857 92520 22423
2427 47125 61771
97758 63919 67866
34621 37213 74384
26322 43710 17069
79875 67747 34444
65204 70748 63396
80459 67391 26611
98564 40912 12031
23545 37213 36729
85550 10747 69515
29945 1831 34756
99424 18851 55631
19375 84695 93478
85119 34998 55851
74171 86697 14094
3431 18727 83247
37823 26893 95959
62964 65706 62120
88237 60568 56190
35552 26491 4551
82767 34438 21789
32089 765 90819
49250 2485 49156
92431 19947 18955
10834 41035 88630
80239 43173 92084
52966 66892 82407
84329 96983 81909
10069 74431 55698
86034 55130 91774
48497 73632 49784
4440 18346 85993
87364 9105 38483
32896 91178 59561
48963 1436 3824
77851 86956 53966
82264 10782 765
7239 56003 16148
50031 64991 95225
30043 93097 5011
85183 35704 35394
32773 74953 38889
54240 59191 21037
83684 12747 70996
94287 54947 9449
88424 68078 14299
12999 28281 55405
46269 99576 91890
76565 78351 503
70700 91294 72283
77825 70701 39850
98014 25250 98928
85332 38867 13930
77527 56864 33317
25454 89755 90906
54361 24688 22597
78510 19495 20974
20701 93374 45277
16068 22391 26992
29110 59675 92430
48953 67415 45234
14363 50670 76201
28690 31267 95559
37566 76718 63230
93598 30645 3895
27658 1337 41070
92948 35962 73055
64452 10169 23020
60783 9967 37801
2062 57558 17937
81482 87127 59475
24202 30807 71111
24896 16377 21973
91217 56212 32195
30140 49359 29511
13462 81120 57950
94972 1696 44144
8088 39802 90150
4328 2280 94662
34390 96029 4748
67284 74943 24378
54404 46478 96976
84207 42683 7342
58175 2907 48092
65180 81936 14252
88388 18125 68243
66466 63655 97507
60768 59524 82687
38323 48512 47270
82732 13717 33352
27845 44286 68118
96095 77523 8222
96057 26498 52117
67307 20113 98214
47326 39325 30148
89778 93839 60929
60164 28432 16178
72255 1195 31398
5953 13313 94634
23038 87492 63339
58194 50668 14421
25222 28652 33727
62117 40895 16455
27070 95455 16437
7933 41664 21659
81036 31985 33495
45080 70380 95002
80006 32636 7742
74834 11980 49661
72011 18787 14466
63443 17590 46356
85325 34920 21660
67233 51614 23782
87742 6520 1179
30932 93044 35247
78555 55753 63688
32518 35178 98289
33552 88442 88708
87868 20772 24107
61589 60026 80148
65794 54454 67475
8242 52643 14477
14818 15433 84342
59798 74932 37755
54330 72791 97057
61062 36070 60941
78590 10100 7064
34399 9723 73315
96376 9417 68039
19477 56003 64521
93071 38960 95888
25659 41539 31323
62020 49848 9621
39261 20599 54120
82354 30618 9375
50536 32826 69435
5227 11716 10814
82731 78297 92062
86832 17614 97838
90816 79629 68836
39405 45560 13163
30608 90921 77250
86308 1172 12287
70002 33765 52740
1484 46348 56536
93966 49462 60897
41496 75694 37203
74957 58028 49980
34615 25579 26481
7797 58094 81288
66488 21539 84457
61821 5052 19881
34806 66295 15297
39014 44112 64408
85763 90309 76522
51765 12708 74946
8525 83933 78401
26247 97209 72663
71698 39270 71190
92231 84465 62337
21703 86541 17656
4840 76503 68317
56725 41685 92678
59011 8289 85043
30600 28223 26638
52342 26149 84644
72537 23440 31893
65670 84720 90187
73619 8024 31173
64400 30695 96797
56686 13895 33631
97412 19867 39733
59512 50916 65865
65862 28123 81093
93862 24028 24486
83152 84774 79910
41785 37944 64618
27575 29130 16309
54555 51361 57136
14400 44767 6143
34324 40676 99012
74727 88090 20172
48296 21543 3574
75939 25161 89153
57392 16509 42051
35137 28186 37323
35923 76445 22138
92838 51555 20329
49529 1345 64691
72313 34856 74494
57226 88622 29851
56215 77735 73799
77290 57701 1055
71034 54560 98324
92937 39020 28964
75035 25700 65961
69577 80401 12513
7625 71400 35181
39072 63695 20460
18828 72316 46689
92660 73135 50151
32023 25599 11480
16080 68424 11669
85791 50269 55762
66975 96735 23025
16295 27021 5625
26108 60651 7854
11392 47740 67480
43426 90950 49442
85779 25195 67778
11504 37643 58798
34187 5791 82179
5923 94113 44857
63450 71214 8819
52941 27317 11015
84379 18447 62673
1659 52842 73026
79002 11017 94258
19649 99274 81960
35240 47169 3130
61234 71408 13046
80297 65471 94182
33865 40535 96250
48700 806 96380
46035 71187 10252
79015 50142 90961
28784 69315 11592
34237 88113 80671
11233 90117 96365
16936 48458 41589
7663 48436 80954
6912 71129 26223
42947 14430 16019
50093 92045 35953
2315 54973 10569
67748 7618 80366
51523 26609 78087
24721 7891 52585
61676 27882 1814
13517 91184 34616
19647 12768 13541
42301 57482 1338
85750 39111 7419
98582 69042 97711
83276 19945 28793
88207 19048 34923
14623 75405 5110
52757 38895 79287
65922 81870 33271
45388 83803 38841
43842 27772 31087
72370 28163 12913
28716 23076 40757
46286 7002 87502
86344 57660 75886
77916 18229 28130
84931 84012 16974
81792 6192 75867
85976 43889 66934
1339 81429 70796
54363 95259 63978
76458 99718 81596
69194 90365 7410
30555 23737 23941
67165 36920 68782
7330 18152 83956
88139 34559 25199
51946 56076 86320
40930 71201 15294
17640 16683 14630
67410 44587 7444
74924 48264 35166
25747 79511 16246
66561 72819 28880
75870 19385 33277
77069 91439 8997
24817 75349 35499
38393 72183 26851
43884 32309 16620
86757 13936 77938
10810 37846 74182
60894 94514 30546
53507 60451 14018
90176 55023 79713
20687 49268 20141
66165 34746 30232
85615 42931 32159
24593 94790 96511
77744 64766 38864
29481 93018 52681
92075 77594 49437
57874 22044 65263
84148 17581 89668
60859 38835 96199
5864 50187 22999
79822 34179 88415
57579 74116 80208
51481 91664 25547
77563 4074 82083
97957 78783 22123
91400 40211 31804
8377 23413 17411
40438 4681 57487
20051 9153 49913
53123 45977 99918
83193 75302 6471
68029 5619 81458
39420 48405 65061
7625 21090 10404
29617 91034 53763
70155 98775 34511
59030 78647 54075
21404 89270 26039
71982 48806 48536
82365 38735 60277
6126 66131 41885
91156 89402 52091
14540 66475 67981
13111 51710 95555
66770 56795 46526
72529 79538 58778
43394 52576 79144
22375 66825 13649
87373 44564 85578
80153 79633 96886
88268 9298 93064
95095 58995 96699
62957 76412 47707
23564 86791 32270
10012 43545 83630
71433 38949 25569
15433 10883 6501
58271 8566 95822
84036 98171 20835
52189 25217 97561
29438 86195 35299
95722 4445 5966
4377 87041 49340
97153 74412 36215
32293 95348 80764
78838 96627 59764
60356 93393 7704
59315 61500 63502
20940 19548 95446
55472 38171 69976
4999 58912 75908
85946 59506 90172
72946 88771 31502
48550 39982 75444
45599 12676 33070
41742 85381 39427
23389 22835 97178
59773 57056 37814
65104 80484 23188
37936 24059 7773
56021 99207 90155
6744 98098 77022
76355 98880 74735
44199 1576 80410
54813 26459 93352
11553 27555 11360
57159 83519 2442
52700 76259 57047
79069 42457 29443
76910 29041 35030
92733 3931 41154
94420 21104 70610
80383 48846 70877
78772 84107 55649
60380 66724 95456
10084 56337 38572
96897 85149 33282
25427 51287 95615
73031 1614 52703
45620 9299 44358
12865 12510 21710
80892 35216 63740
8499 32878 9441
85640 35980 5742
95079 29353 69296
84117 62689 57958
8725 51339 41131
7265 17892 13270
78633 50113 6327
84159 97681 24166
31116 5234 38604
9145 37879 21762
16341 62368 17816
